Source,Source City,Source Country,Target,Target City,Target Country,Source Lat,Source Lon,Target Lat,Target Lon,Weight
OTZ,Kotzebue,USA,ORV,Noorvik,USA,66.8847,-162.599,66.8179,-161.019,1311
OME,Nome,USA,GAM,Gambell,USA,64.5122,-165.445,63.7668,-171.733,736
BET,Bethel,USA,KWK,Kwigillingok,USA,60.7798,-161.838,59.8765,-163.169,657
BET,Bethel,USA,NME,Nightmute,USA,60.7798,-161.838,60.471,-164.701,856
ANC,Anchorage,USA,ENA,Kenai,USA,61.1744,-149.996,60.5731,-151.245,14381
ANC,Anchorage,USA,HOM,Homer,USA,61.1744,-149.996,59.6456,-151.477,4895
BET,Bethel,USA,GNU,Goodnews Bay,USA,60.7798,-161.838,59.1174,-161.577,639
KWK,Kwigillingok,USA,BET,Bethel,USA,59.8765,-163.169,60.7798,-161.838,861
BET,Bethel,USA,VAK,Chevak,USA,60.7798,-161.838,61.5409,-165.6,611
ENA,Kenai,USA,ANC,Anchorage,USA,60.5731,-151.245,61.1744,-149.996,14381
HOM,Homer,USA,ANC,Anchorage,USA,59.6456,-151.477,61.1744,-149.996,4895
VAK,Chevak,USA,HPB,Hooper Bay,USA,61.5409,-165.6,61.5239,-166.147,797
KWN,Quinhagak,USA,EEK,Eek,USA,59.7551,-161.845,60.2137,-162.044,856
BET,Bethel,USA,OOK,Toksook Bay,USA,60.7798,-161.838,60.5414,-165.087,765
OOK,Toksook Bay,USA,BET,Bethel,USA,60.5414,-165.087,60.7798,-161.838,801
ADQ,Kodiak,USA,ANC,Anchorage,USA,57.75,-152.494,61.1744,-149.996,10364
ANC,Anchorage,USA,ADQ,Kodiak,USA,61.1744,-149.996,57.75,-152.494,10364
PTU,Platinum,USA,KWN,Quinhagak,USA,59.0114,-161.82,59.7551,-161.845,558
MYU,Mekoryuk,USA,TNK,Tununak,USA,60.3714,-166.271,60.5755,-165.272,558
TNK,Tununak,USA,MYU,Mekoryuk,USA,60.5755,-165.272,60.3714,-166.271,486
EEK,Eek,USA,BET,Bethel,USA,60.2137,-162.044,60.7798,-161.838,1378
WWT,Newtok,USA,BET,Bethel,USA,60.9391,-164.641,60.7798,-161.838,1135
ANC,Anchorage,USA,VDZ,Valdez,USA,61.1744,-149.996,61.1339,-146.248,3517
BET,Bethel,USA,MYU,Mekoryuk,USA,60.7798,-161.838,60.3714,-166.271,720
MYU,Mekoryuk,USA,BET,Bethel,USA,60.3714,-166.271,60.7798,-161.838,648
OOK,Toksook Bay,USA,WWT,Newtok,USA,60.5414,-165.087,60.9391,-164.641,558
VDZ,Valdez,USA,ANC,Anchorage,USA,61.1339,-146.248,61.1744,-149.996,3517
SCM,Scammon Bay,USA,BET,Bethel,USA,61.8453,-165.571,60.7798,-161.838,773
ANC,Anchorage,USA,CDV,Cordova,USA,61.1744,-149.996,60.4918,-145.478,4428
CDV,Cordova,USA,ANC,Anchorage,USA,60.4918,-145.478,61.1744,-149.996,4428
HNS,Haines,USA,JNU,Juneau,USA,59.2438,-135.524,58.355,-134.576,3408
JNU,Juneau,USA,HNS,Haines,USA,58.355,-134.576,59.2438,-135.524,3173
HNS,Haines,USA,SGY,Skagway,USA,59.2438,-135.524,59.4601,-135.316,2640
SGY,Skagway,USA,HNS,Haines,USA,59.4601,-135.316,59.2438,-135.524,2875
KUK,Kasigluk,USA,BET,Bethel,USA,60.8744,-162.524,60.7798,-161.838,112
ANI,Aniak,USA,CHU,Chuathbaluk,USA,61.5816,-159.543,61.5791,-159.216,504
RDV,Red Devil,USA,SLQ,Sleetmute,USA,61.7881,-157.35,61.7005,-157.166,504
CHU,Chuathbaluk,USA,CKD,Crooked Creek,USA,61.5791,-159.216,61.8679,-158.135,504
TNK,Tununak,USA,WWT,Newtok,USA,60.5755,-165.272,60.9391,-164.641,577
SLQ,Sleetmute,USA,ANI,Aniak,USA,61.7005,-157.166,61.5816,-159.543,104
CKD,Crooked Creek,USA,RDV,Red Devil,USA,61.8679,-158.135,61.7881,-157.35,504
ATT,Atmautluak,USA,NUP,Nunapitchuk,USA,60.8667,-162.273,60.9056,-162.44,112
BET,Bethel,USA,MLL,Marshall,USA,60.7798,-161.838,61.8643,-162.026,598
SLQ,Sleetmute,USA,SRV,Stony River,USA,61.7005,-157.166,61.7897,-156.589,400
SRV,Stony River,USA,ANI,Aniak,USA,61.7897,-156.589,61.5816,-159.543,400
BET,Bethel,USA,KWN,Quinhagak,USA,60.7798,-161.838,59.7551,-161.845,472
NUP,Nunapitchuk,USA,KUK,Kasigluk,USA,60.9056,-162.44,60.8744,-162.524,112
CLE,Cleveland,USA,ROC,Rochester (US) NY,USA,41.4117,-81.8498,43.1189,-77.6724,4318
ROC,Rochester (US) NY,USA,CLE,Cleveland,USA,43.1189,-77.6724,41.4117,-81.8498,4407
KVL,Kivalina,USA,PHO,Point Hope,USA,67.7362,-164.563,68.3488,-166.799,450
OME,Nome,USA,ELI,Elim,USA,64.5122,-165.445,64.6147,-162.272,279
KPC,Port Clarence,USA,OME,Nome,USA,65.2537,-166.859,64.5122,-165.445,126
OME,Nome,USA,WBB,Stebbins,USA,64.5122,-165.445,63.516,-162.278,546
OTZ,Kotzebue,USA,DRG,Deering,USA,66.8847,-162.599,66.0696,-162.766,270
WBB,Stebbins,USA,OME,Nome,USA,63.516,-162.278,64.5122,-165.445,420
WAA,Wales,USA,TNC,Tin City,USA,65.6226,-168.095,65.5631,-167.922,108
TNC,Tin City,USA,OME,Nome,USA,65.5631,-167.922,64.5122,-165.445,108
LUR,Cape Lisburne,USA,PHO,Point Hope,USA,68.8751,-166.11,68.3488,-166.799,63
PHO,Point Hope,USA,LUR,Cape Lisburne,USA,68.3488,-166.799,68.8751,-166.11,63
DRG,Deering,USA,BKC,Buckland,USA,66.0696,-162.766,65.9816,-161.149,270
ELI,Elim,USA,KKA,Koyuk,USA,64.6147,-162.272,64.9395,-161.154,384
OME,Nome,USA,OTZ,Kotzebue,USA,64.5122,-165.445,66.8847,-162.599,242
OTZ,Kotzebue,USA,OME,Nome,USA,66.8847,-162.599,64.5122,-165.445,6876
SKK,Shaktoolik,USA,OME,Nome,USA,64.3711,-161.224,64.5122,-165.445,174
WAA,Wales,USA,KPC,Port Clarence,USA,65.6226,-168.095,65.2537,-166.859,126
PHO,Point Hope,USA,KVL,Kivalina,USA,68.3488,-166.799,67.7362,-164.563,355
KTS,Teller Mission,USA,WAA,Wales,USA,65.3313,-166.466,65.6226,-168.095,459
WLK,Selawik,USA,IAN,Kiana,USA,66.6001,-159.986,66.976,-160.437,459
ARC,Arctic Village,USA,FAI,Fairbanks,USA,68.1147,-145.579,64.8151,-147.856,184
FAI,Fairbanks,USA,ARC,Arctic Village,USA,64.8151,-147.856,68.1147,-145.579,184
BTT,Bettles,USA,AET,Allakaket,USA,66.9139,-151.529,66.5518,-152.622,432
VEE,Venetie,USA,ARC,Arctic Village,USA,67.0087,-146.366,68.1147,-145.579,248
FAI,Fairbanks,USA,KBC,Birch Creek,USA,64.8151,-147.856,66.274,-145.824,184
KBC,Birch Creek,USA,FAI,Fairbanks,USA,66.274,-145.824,64.8151,-147.856,184
FYU,Fort Yukon,USA,VEE,Venetie,USA,66.5715,-145.25,67.0087,-146.366,432
FYU,Fort Yukon,USA,KBC,Birch Creek,USA,66.5715,-145.25,66.274,-145.824,184
KBC,Birch Creek,USA,FYU,Fort Yukon,USA,66.274,-145.824,66.5715,-145.25,184
EAU,Eau Claire,USA,RHI,Rhinelander,USA,44.8658,-91.4843,45.6312,-89.4675,1813
RHI,Rhinelander,USA,EAU,Eau Claire,USA,45.6312,-89.4675,44.8658,-91.4843,1813
ACK,Nantucket,USA,PVD,Providence,USA,41.2531,-70.0602,41.7326,-71.4204,3150
PVD,Providence,USA,ACK,Nantucket,USA,41.7326,-71.4204,41.2531,-70.0602,3240
BOS,Boston,USA,PVC,Provincetown,USA,42.3643,-71.0052,42.0719,-70.2214,2052
PVC,Provincetown,USA,BOS,Boston,USA,42.0719,-70.2214,42.3643,-71.0052,2151
ACK,Nantucket,USA,PVC,Provincetown,USA,41.2531,-70.0602,42.0719,-70.2214,270
PVC,Provincetown,USA,ACK,Nantucket,USA,42.0719,-70.2214,41.2531,-70.0602,270
HYA,Hyannis,USA,MVY,Martha's Vineyard,USA,41.6693,-70.2804,41.3931,-70.6143,2476
MVY,Martha's Vineyard,USA,HYA,Hyannis,USA,41.3931,-70.6143,41.6693,-70.2804,2145
ACK,Nantucket,USA,MVY,Martha's Vineyard,USA,41.2531,-70.0602,41.3931,-70.6143,1890
MVY,Martha's Vineyard,USA,ACK,Nantucket,USA,41.3931,-70.6143,41.2531,-70.0602,1377
BOS,Boston,USA,HYA,Hyannis,USA,42.3643,-71.0052,41.6693,-70.2804,1719
HYA,Hyannis,USA,BOS,Boston,USA,41.6693,-70.2804,42.3643,-71.0052,1719
EYW,Key West,USA,RSW,Fort Myers,USA,24.5561,-81.7596,26.5362,-81.7552,765
RSW,Fort Myers,USA,EYW,Key West,USA,26.5362,-81.7552,24.5561,-81.7596,765
ACK,Nantucket,USA,EWB,New Bedford,USA,41.2531,-70.0602,41.6761,-70.9569,2349
EWB,New Bedford,USA,ACK,Nantucket,USA,41.6761,-70.9569,41.2531,-70.0602,2349
EWB,New Bedford,USA,MVY,Martha's Vineyard,USA,41.6761,-70.9569,41.3931,-70.6143,1782
MVY,Martha's Vineyard,USA,EWB,New Bedford,USA,41.3931,-70.6143,41.6761,-70.9569,1782
ACK,Nantucket,USA,BOS,Boston,USA,41.2531,-70.0602,42.3643,-71.0052,5263
BOS,Boston,USA,ACK,Nantucket,USA,42.3643,-71.0052,41.2531,-70.0602,5263
MVY,Martha's Vineyard,USA,PVD,Providence,USA,41.3931,-70.6143,41.7326,-71.4204,2232
PVD,Providence,USA,MVY,Martha's Vineyard,USA,41.7326,-71.4204,41.3931,-70.6143,2226
ACK,Nantucket,USA,HYA,Hyannis,USA,41.2531,-70.0602,41.6693,-70.2804,10191
HYA,Hyannis,USA,ACK,Nantucket,USA,41.6693,-70.2804,41.2531,-70.0602,10415
BOS,Boston,USA,MVY,Martha's Vineyard,USA,42.3643,-71.0052,41.3931,-70.6143,3801
EYW,Key West,USA,FLL,Fort Lauderdale,USA,24.5561,-81.7596,26.0726,-80.1527,3940
FLL,Fort Lauderdale,USA,EYW,Key West,USA,26.0726,-80.1527,24.5561,-81.7596,4282
MVY,Martha's Vineyard,USA,BOS,Boston,USA,41.3931,-70.6143,42.3643,-71.0052,3681
BDL,Hartford,USA,MIA,Miami,USA,41.9392,-72.6833,25.7932,-80.2906,4154
BDL,Hartford,USA,STL,St Louis,USA,41.9392,-72.6833,38.7487,-90.37,11352
BMI,Bloomington-Normal,USA,STL,St Louis,USA,40.4771,-88.9159,38.7487,-90.37,10458
ANC,Anchorage,USA,ORD,Chicago,USA,61.1744,-149.996,41.9786,-87.9047,21188
CID,Cedar Rapids,USA,DFW,Dallas/Fort Worth,USA,41.8847,-91.7108,32.8968,-97.038,4238
ANC,Anchorage,USA,DFW,Dallas/Fort Worth,USA,61.1744,-149.996,32.8968,-97.038,5456
ATL,Atlanta,USA,ORD,Chicago,USA,33.6367,-84.4281,41.9786,-87.9047,92141
AUS,Austin,USA,ORD,Chicago,USA,30.1945,-97.6699,41.9786,-87.9047,31781
AZO,Kalamazoo,USA,ORD,Chicago,USA,42.2349,-85.5521,41.9786,-87.9047,10190
BOS,Boston,USA,LAX,Los Angeles,USA,42.3643,-71.0052,33.9425,-118.408,28568
BOS,Boston,USA,LGA,New York,USA,42.3643,-71.0052,40.775,-73.875,119593
DBQ,Dubuque,USA,ORD,Chicago,USA,42.402,-90.7095,41.9786,-87.9047,4414
DCA,Washington,USA,MIA,Miami,USA,38.8522,-77.0378,25.7932,-80.2906,37722
DFW,Dallas/Fort Worth,USA,CID,Cedar Rapids,USA,32.8968,-97.038,41.8847,-91.7108,4238
ABI,Abilene,USA,DFW,Dallas/Fort Worth,USA,32.4113,-99.6819,32.8968,-97.038,6730
AMA,Amarillo,USA,DFW,Dallas/Fort Worth,USA,35.2194,-101.706,32.8968,-97.038,13632
BDL,Hartford,USA,ORD,Chicago,USA,41.9392,-72.6833,41.9786,-87.9047,49676
BHM,Birmingham (US),USA,DFW,Dallas/Fort Worth,USA,33.5629,-86.7535,32.8968,-97.038,16845
BNA,Nashville,USA,STL,St Louis,USA,36.1245,-86.6782,38.7487,-90.37,10791
BWI,Baltimore,USA,MIA,Miami,USA,39.1753,-76.6683,25.7932,-80.2906,17349
BWI,Baltimore,USA,STL,St Louis,USA,39.1753,-76.6683,38.7487,-90.37,31551
CID,Cedar Rapids,USA,STL,St Louis,USA,41.8847,-91.7108,38.7487,-90.37,10374
CLE,Cleveland,USA,STL,St Louis,USA,41.4117,-81.8498,38.7487,-90.37,33955
DFW,Dallas/Fort Worth,USA,HOU,Houston,USA,32.8968,-97.038,29.6454,-95.2789,20474
DFW,Dallas/Fort Worth,USA,MCI,Kansas City,USA,32.8968,-97.038,39.2976,-94.7139,48287
DFW,Dallas/Fort Worth,USA,MIA,Miami,USA,32.8968,-97.038,25.7932,-80.2906,49113
DFW,Dallas/Fort Worth,USA,MKE,Milwaukee,USA,32.8968,-97.038,42.9472,-87.8966,13487
BGR,Bangor,USA,BOS,Boston,USA,44.8074,-68.8281,42.3643,-71.0052,12366
BNA,Nashville,USA,LAX,Los Angeles,USA,36.1245,-86.6782,33.9425,-118.408,20094
BOS,Boston,USA,BGR,Bangor,USA,42.3643,-71.0052,44.8074,-68.8281,12338
BOS,Boston,USA,DFW,Dallas/Fort Worth,USA,42.3643,-71.0052,32.8968,-97.038,49176
BOS,Boston,USA,MCO,Orlando,USA,42.3643,-71.0052,28.4294,-81.309,21209
BOS,Boston,USA,MIA,Miami,USA,42.3643,-71.0052,25.7932,-80.2906,32798
BOS,Boston,USA,PHL,Philadelphia,USA,42.3643,-71.0052,39.8719,-75.2411,74958
BOS,Boston,USA,RDU,Raleigh/Durham,USA,42.3643,-71.0052,35.8776,-78.7875,11362
BOS,Boston,USA,RIC,Richmond (US),USA,42.3643,-71.0052,37.5052,-77.3197,7221
COU,Columbia (US) MO,USA,STL,St Louis,USA,38.8181,-92.2196,38.7487,-90.37,3828
DCA,Washington,USA,DFW,Dallas/Fort Worth,USA,38.8522,-77.0378,32.8968,-97.038,43820
DEC,Decatur,USA,STL,St Louis,USA,39.8346,-88.8657,38.7487,-90.37,2436
BNA,Nashville,USA,ORD,Chicago,USA,36.1245,-86.6782,41.9786,-87.9047,25313
DAY,Dayton,USA,DFW,Dallas/Fort Worth,USA,39.9024,-84.2194,32.8968,-97.038,7477
DEN,Denver,USA,LAX,Los Angeles,USA,39.8617,-104.673,33.9425,-118.408,97790
DFW,Dallas/Fort Worth,USA,DAY,Dayton,USA,32.8968,-97.038,39.9024,-84.2194,7477
DFW,Dallas/Fort Worth,USA,DSM,Des Moines,USA,32.8968,-97.038,41.534,-93.6631,9210
ABQ,Albuquerque,USA,STL,St Louis,USA,35.0402,-106.609,38.7487,-90.37,15573
BOS,Boston,USA,CMH,Columbus (US) OH,USA,42.3643,-71.0052,39.998,-82.8919,8121
BOS,Boston,USA,ISP,Long Island Macarthur,USA,42.3643,-71.0052,40.7952,-73.1002,3404
BDL,Hartford,USA,DFW,Dallas/Fort Worth,USA,41.9392,-72.6833,32.8968,-97.038,11868
BOS,Boston,USA,EWR,New York,USA,42.3643,-71.0052,40.6925,-74.1686,46541
BOS,Boston,USA,FLL,Fort Lauderdale,USA,42.3643,-71.0052,26.0726,-80.1527,21024
BOS,Boston,USA,ORD,Chicago,USA,42.3643,-71.0052,41.9786,-87.9047,99442
CHA,Chattanooga,USA,ORD,Chicago,USA,35.0353,-85.2038,41.9786,-87.9047,3858
CLE,Cleveland,USA,MIA,Miami,USA,41.4117,-81.8498,25.7932,-80.2906,5949
CLL,College Station,USA,DFW,Dallas/Fort Worth,USA,30.5886,-96.3638,32.8968,-97.038,4500
CLT,Charlotte,USA,DFW,Dallas/Fort Worth,USA,35.214,-80.9431,32.8968,-97.038,37587
DFW,Dallas/Fort Worth,USA,SGF,Springfield (US) MO,USA,32.8968,-97.038,37.2457,-93.3886,8438
DFW,Dallas/Fort Worth,USA,SLC,Salt Lake City,USA,32.8968,-97.038,40.7884,-111.978,46899
CLT,Charlotte,USA,ORD,Chicago,USA,35.214,-80.9431,41.9786,-87.9047,48237
DFW,Dallas/Fort Worth,USA,ANC,Anchorage,USA,32.8968,-97.038,61.1744,-149.996,5456
DFW,Dallas/Fort Worth,USA,BHM,Birmingham (US),USA,32.8968,-97.038,33.5629,-86.7535,16845
DFW,Dallas/Fort Worth,USA,DCA,Washington,USA,32.8968,-97.038,38.8522,-77.0378,43820
BRL,Burlington (US) IA,USA,STL,St Louis,USA,40.7832,-91.1255,38.7487,-90.37,1520
BWI,Baltimore,USA,DFW,Dallas/Fort Worth,USA,39.1753,-76.6683,32.8968,-97.038,28289
CMH,Columbus (US) OH,USA,STL,St Louis,USA,39.998,-82.8919,38.7487,-90.37,23031
CRP,Corpus Christi,USA,DFW,Dallas/Fort Worth,USA,27.7704,-97.5012,32.8968,-97.038,12534
DFW,Dallas/Fort Worth,USA,ICT,Wichita,USA,32.8968,-97.038,37.6499,-97.4331,18971
DFW,Dallas/Fort Worth,USA,IND,Indianapolis,USA,32.8968,-97.038,39.7173,-86.2944,23900
DFW,Dallas/Fort Worth,USA,LBB,Lubbock,USA,32.8968,-97.038,33.6636,-101.823,13464
DFW,Dallas/Fort Worth,USA,MAF,Midland/odessa,USA,32.8968,-97.038,31.9425,-102.202,5764
DFW,Dallas/Fort Worth,USA,OKC,Oklahoma City,USA,32.8968,-97.038,35.3931,-97.6007,32627
EWR,New York,USA,MIA,Miami,USA,40.6925,-74.1686,25.7932,-80.2906,40771
HNL,Honolulu,USA,SJC,San Jose (US),USA,21.3206,-157.924,37.3626,-121.929,5456
BOS,Boston,USA,SFO,San Francisco,USA,42.3643,-71.0052,37.619,-122.375,37268
CLE,Cleveland,USA,LGA,New York,USA,41.4117,-81.8498,40.775,-73.875,20868
CMH,Columbus (US) OH,USA,BOS,Boston,USA,39.998,-82.8919,42.3643,-71.0052,8121
ATL,Atlanta,USA,STL,St Louis,USA,33.6367,-84.4281,38.7487,-90.37,44170
BTR,Baton Rouge,USA,DFW,Dallas/Fort Worth,USA,30.5332,-91.1496,32.8968,-97.038,12980
DAY,Dayton,USA,ORD,Chicago,USA,39.9024,-84.2194,41.9786,-87.9047,23866
DFW,Dallas/Fort Worth,USA,BDL,Hartford,USA,32.8968,-97.038,41.9392,-72.6833,11868
DFW,Dallas/Fort Worth,USA,CLL,College Station,USA,32.8968,-97.038,30.5886,-96.3638,4470
DFW,Dallas/Fort Worth,USA,CLT,Charlotte,USA,32.8968,-97.038,35.214,-80.9431,37083
DFW,Dallas/Fort Worth,USA,SNA,Santa Ana,USA,32.8968,-97.038,33.6757,-117.868,45172
DSM,Des Moines,USA,DFW,Dallas/Fort Worth,USA,41.534,-93.6631,32.8968,-97.038,9210
DEN,Denver,USA,ORD,Chicago,USA,39.8617,-104.673,41.9786,-87.9047,119184
ICT,Wichita,USA,DFW,Dallas/Fort Worth,USA,37.6499,-97.4331,32.8968,-97.038,18971
IND,Indianapolis,USA,DFW,Dallas/Fort Worth,USA,39.7173,-86.2944,32.8968,-97.038,23937
DFW,Dallas/Fort Worth,USA,BWI,Baltimore,USA,32.8968,-97.038,39.1753,-76.6683,28444
DFW,Dallas/Fort Worth,USA,CRP,Corpus Christi,USA,32.8968,-97.038,27.7704,-97.5012,12534
DFW,Dallas/Fort Worth,USA,JAC,Jackson (US) WY,USA,32.8968,-97.038,43.6073,-110.738,6160
DFW,Dallas/Fort Worth,USA,LAX,Los Angeles,USA,32.8968,-97.038,33.9425,-118.408,85426
DFW,Dallas/Fort Worth,USA,ORD,Chicago,USA,32.8968,-97.038,41.9786,-87.9047,95475
DCA,Washington,USA,STL,St Louis,USA,38.8522,-77.0378,38.7487,-90.37,22575
DEN,Denver,USA,DFW,Dallas/Fort Worth,USA,39.8617,-104.673,32.8968,-97.038,91870
DFW,Dallas/Fort Worth,USA,ABI,Abilene,USA,32.8968,-97.038,32.4113,-99.6819,6730
DFW,Dallas/Fort Worth,USA,AMA,Amarillo,USA,32.8968,-97.038,35.2194,-101.706,13638
DFW,Dallas/Fort Worth,USA,BOS,Boston,USA,32.8968,-97.038,42.3643,-71.0052,49082
DFW,Dallas/Fort Worth,USA,DEN,Denver,USA,32.8968,-97.038,39.8617,-104.673,91673
DFW,Dallas/Fort Worth,USA,DTW,Detroit,USA,32.8968,-97.038,42.2125,-83.3533,37537
HOU,Houston,USA,DFW,Dallas/Fort Worth,USA,29.6454,-95.2789,32.8968,-97.038,20518
IAD,Washington,USA,LAX,Los Angeles,USA,38.9445,-77.4558,33.9425,-118.408,64219
LAS,Las Vegas,USA,ORD,Chicago,USA,36.0801,-115.152,41.9786,-87.9047,75679
LAX,Los Angeles,USA,IAD,Washington,USA,33.9425,-118.408,38.9445,-77.4558,59792
DFW,Dallas/Fort Worth,USA,LGA,New York,USA,32.8968,-97.038,40.775,-73.875,68658
DFW,Dallas/Fort Worth,USA,PDX,Portland (US) OR,USA,32.8968,-97.038,45.5887,-122.598,31030
DFW,Dallas/Fort Worth,USA,SDF,Louisville,USA,32.8968,-97.038,38.1744,-85.736,14506
DFW,Dallas/Fort Worth,USA,SEA,Seattle,USA,32.8968,-97.038,47.449,-122.309,49309
DFW,Dallas/Fort Worth,USA,XNA,Fayetteville (US) AR,USA,32.8968,-97.038,36.2819,-94.3068,21385
DSM,Des Moines,USA,ORD,Chicago,USA,41.534,-93.6631,41.9786,-87.9047,24862
CVG,Cincinnati,USA,ORD,Chicago,USA,39.0488,-84.6678,41.9786,-87.9047,46024
DCA,Washington,USA,JFK,New York,USA,38.8522,-77.0378,40.6397,-73.7789,10415
ABQ,Albuquerque,USA,DFW,Dallas/Fort Worth,USA,35.0402,-106.609,32.8968,-97.038,32619
ATL,Atlanta,USA,DFW,Dallas/Fort Worth,USA,33.6367,-84.4281,32.8968,-97.038,119186
BOS,Boston,USA,BWI,Baltimore,USA,42.3643,-71.0052,39.1753,-76.6683,33656
DFW,Dallas/Fort Worth,USA,ELP,El Paso,USA,32.8968,-97.038,31.8072,-106.378,31971
DFW,Dallas/Fort Worth,USA,EWR,New York,USA,32.8968,-97.038,40.6925,-74.1686,40531
DFW,Dallas/Fort Worth,USA,MEM,Memphis,USA,32.8968,-97.038,35.0424,-89.9767,34113
ANC,Anchorage,USA,STL,St Louis,USA,61.1744,-149.996,38.7487,-90.37,5456
AUS,Austin,USA,LAX,Los Angeles,USA,30.1945,-97.6699,33.9425,-118.408,15958
AUS,Austin,USA,STL,St Louis,USA,30.1945,-97.6699,38.7487,-90.37,11352
BNA,Nashville,USA,DFW,Dallas/Fort Worth,USA,36.1245,-86.6782,32.8968,-97.038,29346
ALB,Albany (US) NY,USA,ORD,Chicago,USA,42.7483,-73.8017,41.9786,-87.9047,21480
BGR,Bangor,USA,LGA,New York,USA,44.8074,-68.8281,40.775,-73.875,3920
BOS,Boston,USA,STL,St Louis,USA,42.3643,-71.0052,38.7487,-90.37,20631
DFW,Dallas/Fort Worth,USA,BTR,Baton Rouge,USA,32.8968,-97.038,30.5332,-91.1496,12980
DFW,Dallas/Fort Worth,USA,FLL,Fort Lauderdale,USA,32.8968,-97.038,26.0726,-80.1527,33135
DFW,Dallas/Fort Worth,USA,HNL,Honolulu,USA,32.8968,-97.038,21.3206,-157.924,14136
DFW,Dallas/Fort Worth,USA,HSV,Huntsville,USA,32.8968,-97.038,34.6372,-86.7751,15488
DFW,Dallas/Fort Worth,USA,IAH,Houston,USA,32.8968,-97.038,29.9844,-95.3414,55195
JFK,New York,USA,SJC,San Jose (US),USA,40.6397,-73.7789,37.3626,-121.929,10032
JLN,Joplin,USA,STL,St Louis,USA,37.1518,-94.4983,38.7487,-90.37,3074
LAX,Los Angeles,USA,BOS,Boston,USA,33.9425,-118.408,42.3643,-71.0052,31508
LAX,Los Angeles,USA,DEN,Denver,USA,33.9425,-118.408,39.8617,-104.673,105278
LAX,Los Angeles,USA,PSP,Palm Springs,USA,33.9425,-118.408,33.8297,-116.507,12434
ABQ,Albuquerque,USA,ORD,Chicago,USA,35.0402,-106.609,41.9786,-87.9047,11352
AUS,Austin,USA,SJC,San Jose (US),USA,30.1945,-97.6699,37.3626,-121.929,10965
DFW,Dallas/Fort Worth,USA,LIT,Little Rock,USA,32.8968,-97.038,34.7294,-92.2243,21517
DFW,Dallas/Fort Worth,USA,OAK,Oakland,USA,32.8968,-97.038,37.7213,-122.221,25360
ATL,Atlanta,USA,BNA,Nashville,USA,33.6367,-84.4281,36.1245,-86.6782,32783
ATL,Atlanta,USA,MIA,Miami,USA,33.6367,-84.4281,25.7932,-80.2906,85109
BDL,Hartford,USA,RDU,Raleigh/Durham,USA,41.9392,-72.6833,35.8776,-78.7875,3256
BNA,Nashville,USA,ATL,Atlanta,USA,36.1245,-86.6782,33.6367,-84.4281,32783
BNA,Nashville,USA,LGA,New York,USA,36.1245,-86.6782,40.775,-73.875,12342
LAX,Los Angeles,USA,SAN,San Diego,USA,33.9425,-118.408,32.7336,-117.19,37530
LAX,Los Angeles,USA,SBA,Santa Barbara,USA,33.9425,-118.408,34.4262,-119.84,16708
LGA,New York,USA,MCI,Kansas City,USA,40.775,-73.875,39.2976,-94.7139,12474
LGA,New York,USA,MCO,Orlando,USA,40.775,-73.875,28.4294,-81.309,54462
LGA,New York,USA,ORD,Chicago,USA,40.775,-73.875,41.9786,-87.9047,123959
DFW,Dallas/Fort Worth,USA,SAN,San Diego,USA,32.8968,-97.038,32.7336,-117.19,54439
FAT,Fresno,USA,LAX,Los Angeles,USA,36.7762,-119.718,33.9425,-118.408,16028
GRR,Grand Rapids (US) MI,USA,ORD,Chicago,USA,42.8808,-85.5228,41.9786,-87.9047,27309
GSP,Greenville (US) SC,USA,ORD,Chicago,USA,34.8957,-82.2189,41.9786,-87.9047,8732
HNL,Honolulu,USA,LAX,Los Angeles,USA,21.3206,-157.924,33.9425,-118.408,118895
IAH,Houston,USA,ORD,Chicago,USA,29.9844,-95.3414,41.9786,-87.9047,67794
JAC,Jackson (US) WY,USA,DFW,Dallas/Fort Worth,USA,43.6073,-110.738,32.8968,-97.038,6160
DFW,Dallas/Fort Worth,USA,MCO,Orlando,USA,32.8968,-97.038,28.4294,-81.309,57193
DFW,Dallas/Fort Worth,USA,MDW,Chicago,USA,32.8968,-97.038,41.7861,-87.7525,37030
DFW,Dallas/Fort Worth,USA,SJC,San Jose (US),USA,32.8968,-97.038,37.3626,-121.929,35460
DFW,Dallas/Fort Worth,USA,TUS,Tucson,USA,32.8968,-97.038,32.1161,-110.941,32045
DFW,Dallas/Fort Worth,USA,TYR,Tyler,USA,32.8968,-97.038,32.3541,-95.4024,6360
BWI,Baltimore,USA,BOS,Boston,USA,39.1753,-76.6683,42.3643,-71.0052,33656
CLE,Cleveland,USA,ORD,Chicago,USA,41.4117,-81.8498,41.9786,-87.9047,43868
CLT,Charlotte,USA,STL,St Louis,USA,35.214,-80.9431,38.7487,-90.37,14336
CMH,Columbus (US) OH,USA,LGA,New York,USA,39.998,-82.8919,40.775,-73.875,14508
BOS,Boston,USA,JFK,New York,USA,42.3643,-71.0052,40.6397,-73.7789,14411
BOS,Boston,USA,SEA,Seattle,USA,42.3643,-71.0052,47.449,-122.309,18310
BWI,Baltimore,USA,ORD,Chicago,USA,39.1753,-76.6683,41.9786,-87.9047,47640
CLT,Charlotte,USA,MIA,Miami,USA,35.214,-80.9431,25.7932,-80.2906,37321
